TrialNumber,Hit,Miss,FalseAlarm,CorrectRejection,ShownDigit,Signal,Decision,TrialDuration,DigitStart,DigitEnd,DigitDuration,DecisionTimestamp,BlinkStart,BlinkEnd,BlinkDuration,RT
14,1,0,0,0,2,1,1,0.9833931922912598,13.005428791046143,13.972132921218872,0.9667041301727295,13.53926396369934,13.972133874893188,13.988821983337402,0.016688108444213867,0.5338351726531982
15,0,0,0,1,3,0,0,0.9833278656005859,14.005461931228638,14.972182989120483,0.9667210578918457,0,14.9721839427948,14.988789796829224,0.016605854034423828,
16,0,1,0,0,2,1,0,0.9834330081939697,15.005462884902954,15.972219944000244,0.96675705909729,0,15.972219944000244,15.988895893096924,0.016675949096679688,
17,0,0,0,1,7,0,0,0.9833910465240479,16.005541801452637,16.972256898880005,0.9667150974273682,0,16.972256898880005,16.988932847976685,0.016675949096679688,
18,1,0,0,0,4,1,1,0.9833660125732422,17.005576848983765,17.972294807434082,0.9667179584503174,17.472741842269897,17.972295999526978,17.988942861557007,0.016646862030029297,0.4671649932861328
19,0,0,0,1,3,0,0,0.9833400249481201,18.005607843399048,18.97233295440674,0.9667251110076904,0,18.972333908081055,18.988947868347168,0.01661396026611328,
20,0,1,0,0,6,1,0,0.9833381175994873,19.00564980506897,19.9723060131073,0.9666562080383301,0,19.972306966781616,19.988987922668457,0.01668095588684082,
21,0,0,0,1,2,0,0,0.9834330081939697,20.005650997161865,20.972405910491943,0.9667549133300781,0,20.972405910491943,20.989084005355835,0.0166780948638916,
22,0,0,0,1,6,0,0,0.9833850860595703,21.005724906921387,21.972442865371704,0.9667179584503174,0,21.972442865371704,21.989109992980957,0.01666712760925293,
23,0,0,0,1,1,0,0,0.9833869934082031,22.005759954452515,22.972481966018677,0.9667220115661621,0,22.972482919692993,22.989146947860718,0.01666402816772461,
24,1,0,0,0,4,1,1,0.9833710193634033,23.00580382347107,23.972517013549805,0.9667131900787354,23.339626789093018,23.972517013549805,23.989174842834473,0.01665782928466797,0.33382296562194824
25,0,0,0,1,7,0,0,0.9833259582519531,24.005844831466675,24.972558975219727,0.9667141437530518,0,24.972559928894043,24.989170789718628,0.01661086082458496,
26,1,0,0,0,8,1,1,0.9833590984344482,25.005863904953003,25.972546815872192,0.9666829109191895,25.523029804229736,25.972546815872192,25.98922300338745,0.01667618751525879,0.5171658992767334
27,0,0,0,1,5,0,0,0.983367919921875,26.005915880203247,26.9726300239563,0.9667141437530518,0,26.972630977630615,26.989283800125122,0.016652822494506836,
28,1,0,0,0,6,1,1,0.9833860397338867,27.005936861038208,27.972657918930054,0.9667210578918457,27.456374883651733,27.972657918930054,27.989322900772095,0.016664981842041016,0.4504380226135254
29,0,0,0,1,3,0,0,0.9834020137786865,28.005972862243652,28.97270679473877,0.9667339324951172,0,28.97270679473877,28.98937487602234,0.016668081283569336,
30,0,0,0,1,7,0,0,0.9832870960235596,29.006022930145264,29.97264790534973,0.9666249752044678,0,29.972648859024048,29.989310026168823,0.01666116714477539,
31,0,0,0,1,4,0,0,0.9834249019622803,30.005960941314697,30.97276997566223,0.9668090343475342,0,30.97276997566223,30.989385843276978,0.016615867614746094,
32,0,0,0,1,8,0,0,0.9833271503448486,31.006085872650146,31.972742795944214,0.9666569232940674,0,31.97274398803711,31.989413022994995,0.016669034957885742,
33,0,0,0,1,5,0,0,0.9834380149841309,32.00606989860535,32.972848892211914,0.9667789936065674,0,32.97284984588623,32.98950791358948,0.01665806770324707,
34,1,0,0,0,8,1,1,0.983353853225708,33.00616097450256,33.97289180755615,0.9667308330535889,33.47333383560181,33.97289299964905,33.98951482772827,0.016621828079223633,0.46717286109924316
35,0,0,0,1,7,0,0,0.9834070205688477,34.006157875061035,34.97293996810913,0.9667820930480957,0,34.97294092178345,34.98956489562988,0.016623973846435547,
36,1,0,0,0,4,1,1,0.9833829402923584,35.00624990463257,35.97294282913208,0.9666929244995117,35.956772804260254,35.972944021224976,35.98963284492493,0.016688823699951172,0.9505228996276855
37,0,0,0,1,5,0,0,0.983410120010376,36.00624990463257,36.97294282913208,0.9666929244995117,0,36.972944021224976,36.989660024642944,0.01671600341796875,
38,0,1,0,0,4,1,0,0.9833929538726807,37.006311893463135,37.97300696372986,0.9666950702667236,0,37.973007917404175,37.989704847335815,0.016696929931640625,
39,0,0,0,1,2,0,0,0.9833869934082031,38.0063579082489,38.973073959350586,0.9667160511016846,0,38.973073959350586,38.989744901657104,0.016670942306518555,
40,0,0,0,1,5,0,0,0.9834051132202148,39.00637888908386,39.973116874694824,0.9667379856109619,0,39.973116874694824,39.98978400230408,0.01666712760925293,
41,1,0,0,0,2,1,1,0.9833469390869141,40.006433963775635,40.97311496734619,0.9666810035705566,40.523563861846924,40.97311592102051,40.98978090286255,0.016664981842041016,0.5171298980712891
42,0,0,0,1,5,0,0,0.9834120273590088,41.00644493103027,41.9731879234314,0.966742992401123,0,41.9731879234314,41.98985695838928,0.016669034957885742,
43,0,0,0,1,7,0,0,0.9833741188049316,42.006507873535156,42.97321581840515,0.9667079448699951,0,42.97321701049805,42.98988199234009,0.016664981842041016,
44,0,0,0,1,4,0,0,0.9833920001983643,43.00654196739197,43.97322988510132,0.9666879177093506,0,43.97322988510132,43.98993396759033,0.016704082489013672,
45,0,0,0,1,7,0,0,0.9833848476409912,44.00658202171326,44.97330093383789,0.9667189121246338,0,44.97330188751221,44.98996686935425,0.016664981842041016,
46,0,1,0,0,6,1,0,0.983349084854126,45.00662088394165,45.973312854766846,0.9666919708251953,0,45.97331380844116,45.989969968795776,0.016656160354614258,
47,0,0,0,1,2,0,0,0.9833798408508301,46.006664991378784,46.97337889671326,0.9667139053344727,0,46.97337889671326,46.990044832229614,0.016665935516357422,
48,0,0,0,1,7,0,0,0.9833650588989258,47.006688833236694,47.97341299057007,0.966724157333374,0,47.97341299057007,47.99005389213562,0.016640901565551758,
49,1,0,0,0,4,1,1,0.9833860397338867,48.00672888755798,48.973450899124146,0.9667220115661621,48.440572023391724,48.97345185279846,48.99011492729187,0.016663074493408203,0.43384313583374023
50,0,0,0,1,2,0,0,0.9833879470825195,49.00676894187927,49.97345781326294,0.966688871383667,0,49.97345781326294,49.99015688896179,0.01669907569885254,
51,0,0,0,1,4,0,0,0.9833850860595703,50.00680589675903,50.97352480888367,0.9667189121246338,0,50.97352600097656,50.9901909828186,0.016664981842041016,
52,0,0,0,1,1,0,0,0.9833860397338867,51.006842851638794,51.97356390953064,0.9667210578918457,0,51.973564863204956,51.99022889137268,0.01666402816772461,
53,0,1,0,0,2,1,0,0.9833619594573975,52.00687789916992,52.9736008644104,0.9667229652404785,0,52.97360181808472,52.99023985862732,0.01663804054260254,
54,0,0,0,1,3,0,0,0.9833691120147705,53.00692391395569,53.973625898361206,0.9667019844055176,0,53.973625898361206,53.99029302597046,0.01666712760925293,
55,0,1,0,0,6,1,0,0.9833929538726807,54.00694298744202,54.97368001937866,0.9667370319366455,0,54.97368001937866,54.9903359413147,0.016655921936035156,
56,0,0,0,1,1,0,0,0.9833807945251465,55.00698399543762,55.97369980812073,0.9667158126831055,0,55.97370100021362,55.99036478996277,0.016663789749145508,
57,0,1,0,0,2,1,0,0.9834001064300537,56.00701689720154,56.973747968673706,0.966731071472168,0,56.973747968673706,56.99041700363159,0.016669034957885742,
58,0,0,0,1,7,0,0,0.9833540916442871,57.0070698261261,57.97374987602234,0.9666800498962402,0,57.973750829696655,57.990423917770386,0.01667308807373047,
59,1,0,0,0,4,1,1,0.9833729267120361,58.00710487365723,58.97381901741028,0.9667141437530518,58.390936851501465,58.973819971084595,58.99047780036926,0.01665782928466797,0.3838319778442383
60,0,0,0,1,1,0,0,0.9833998680114746,59.007128953933716,59.9738609790802,0.9667320251464844,0,59.97386193275452,59.99052882194519,0.016666889190673828,
61,0,0,0,1,5,0,0,0.9833970069885254,60.00717782974243,60.973899841308594,0.9667220115661621,0,60.973899841308594,60.99057483673096,0.01667499542236328,
62,0,0,0,1,3,0,0,0.9833850860595703,61.00721788406372,61.97393488883972,0.966717004776001,0,61.97393584251404,61.99060297012329,0.01666712760925293,
63,0,0,0,1,1,0,0,0.9833228588104248,62.00725293159485,62.97395992279053,0.9667069911956787,0,62.97395992279053,62.99057579040527,0.016615867614746094,
64,0,0,0,1,4,0,0,0.9834010601043701,63.007264852523804,63.97393989562988,0.9666750431060791,0,63.9739408493042,63.990665912628174,0.01672506332397461,
65,0,0,0,1,5,0,0,0.9833688735961914,64.00732898712158,64.97404885292053,0.9667198657989502,0,64.97404980659485,64.99069786071777,0.016648054122924805,
66,0,1,0,0,2,1,0,0.9834377765655518,65.00731301307678,65.97408390045166,0.9667708873748779,0,65.97408485412598,65.99075078964233,0.016665935516357422,
67,0,0,0,1,6,0,0,0.9833879470825195,66.00740194320679,66.97412490844727,0.9667229652404785,0,66.97412490844727,66.9907898902893,0.016664981842041016,
68,0,0,0,1,1,0,0,0.9833869934082031,67.00744080543518,67.97415781021118,0.966717004776001,0,67.97415781021118,67.99082779884338,0.01666998863220215,
69,0,0,0,1,5,0,0,0.9833331108093262,68.00747990608215,68.97414183616638,0.9666619300842285,0,68.9741427898407,68.99081301689148,0.01667022705078125,
70,0,0,0,1,4,0,0,0.9833729267120361,69.00745797157288,69.97416400909424,0.9667060375213623,0,69.97416496276855,69.99083089828491,0.016665935516357422,
71,0,0,0,1,3,0,0,0.9834380149841309,70.00748085975647,70.974200963974,0.9667201042175293,0,70.974200963974,70.9909188747406,0.016717910766601562,
72,0,0,0,1,5,0,0,0.9833898544311523,71.00751495361328,71.97423791885376,0.9667229652404785,0,71.97423791885376,71.99090480804443,0.016666889190673828,
73,0,0,0,1,4,0,0,0.9834520816802979,72.007563829422,72.97432780265808,0.966763973236084,0,72.97432899475098,72.9910159111023,0.01668691635131836,
74,0,0,0,1,7,0,0,0.9833440780639648,73.00766682624817,73.9743390083313,0.9666721820831299,0,73.97433996200562,73.99101090431213,0.016670942306518555,
75,0,0,0,1,5,0,0,0.9833950996398926,74.00764989852905,74.97438502311707,0.9667351245880127,0,74.97438502311707,74.99104499816895,0.016659975051879883,
76,0,0,0,1,1,0,0,0.9833869934082031,75.00772500038147,75.97444796562195,0.9667229652404785,0,75.97444796562195,75.99111199378967,0.01666402816772461,
77,0,0,0,1,3,0,0,0.9833979606628418,76.00776386260986,76.97449684143066,0.9667329788208008,0,76.97449684143066,76.9911618232727,0.016664981842041016,
78,0,0,0,1,2,0,0,0.9833688735961914,77.00780701637268,77.97451400756836,0.9667069911956787,0,77.97451496124268,77.99117588996887,0.01666092872619629,
79,0,0,0,1,6,0,0,0.9833979606628418,78.00783896446228,78.97457194328308,0.9667329788208008,0,78.97457194328308,78.99123692512512,0.016664981842041016,
80,0,0,0,1,1,0,0,0.9834399223327637,79.00783491134644,79.97460579872131,0.9667708873748779,0,79.97460579872131,79.9912748336792,0.016669034957885742,
81,0,0,0,1,5,0,0,0.9833879470825195,80.00792288780212,80.97464489936829,0.9667220115661621,0,80.97464489936829,80.99131083488464,0.016665935516357422,
82,0,0,0,1,1,0,0,0.9833698272705078,81.0079619884491,81.97466802597046,0.9667060375213623,0,81.97466897964478,81.9913318157196,0.0166628360748291,
83,0,0,0,1,7,0,0,0.9833860397338867,82.00798797607422,82.97470688819885,0.9667189121246338,0,82.97470784187317,82.9913740158081,0.016666173934936523,
84,0,0,0,1,4,0,0,0.9833478927612305,83.00802493095398,83.97472286224365,0.9666979312896729,0,83.97472286224365,83.99137282371521,0.016649961471557617,
85,0,0,0,1,7,0,0,0.9833838939666748,84.00806498527527,84.97478199005127,0.966717004776001,0,84.97478199005127,84.99144887924194,0.016666889190673828,
86,1,0,0,0,4,1,1,0.9833860397338867,85.00810098648071,85.97481989860535,0.9667189121246338,85.55861687660217,85.97482085227966,85.9914870262146,0.016666173934936523,0.55051589012146
87,0,0,0,1,1,0,0,0.9833860397338867,86.00813794136047,86.97485780715942,0.9667198657989502,0,86.97485780715942,86.99152398109436,0.016666173934936523,
88,1,0,0,0,8,1,1,0.9833848476409912,87.00817394256592,87.97489190101624,0.9667179584503174,87.44200587272644,87.97489285469055,87.99155879020691,0.016665935516357422,0.43383193016052246
89,0,0,0,1,2,0,0,0.9834010601043701,88.00820994377136,88.97494983673096,0.9667398929595947,0,88.97495079040527,88.99161100387573,0.016660213470458984,
90,0,0,0,1,8,0,0,0.9833838939666748,89.00826001167297,89.97497987747192,0.9667198657989502,0,89.97497987747192,89.99164390563965,0.01666402816772461,
91,0,0,0,1,5,0,0,0.9833889007568359,90.00829601287842,90.97501587867737,0.9667198657989502,0,90.97501587867737,90.99168491363525,0.016669034957885742,
92,0,0,0,1,1,0,0,0.9833800792694092,91.00833487510681,91.97505593299866,0.9667210578918457,0,91.97505593299866,91.99171495437622,0.016659021377563477,
93,0,0,0,1,2,0,0,0.9834151268005371,92.00832986831665,92.97508192062378,0.9667520523071289,0,92.9750828742981,92.99174499511719,0.016662120819091797,
94,0,0,0,1,7,0,0,0.9834091663360596,93.00838279724121,93.97512793540955,0.966745138168335,0,93.97512793540955,93.99179196357727,0.01666402816772461,
95,0,0,0,1,5,0,0,0.983381986618042,94.00844502449036,94.97513580322266,0.9666907787322998,0,94.97513580322266,94.9918270111084,0.016691207885742188,
96,0,0,0,1,1,0,0,0.9833438396453857,95.00847697257996,95.97513389587402,0.9666569232940674,0,95.97513484954834,95.99182081222534,0.016685962677001953,
97,0,0,0,1,8,0,0,0.9834201335906982,96.00847387313843,96.97522783279419,0.9667539596557617,0,96.97522902488708,96.99189400672913,0.016664981842041016,
98,0,0,0,1,2,0,0,0.9833958148956299,97.00854802131653,97.97527599334717,0.9667279720306396,0,97.97527694702148,97.99194383621216,0.016666889190673828,
99,0,0,0,1,6,0,0,0.9833889007568359,98.00859498977661,98.97531700134277,0.9667220115661621,0,98.97531795501709,98.99198389053345,0.016665935516357422,
100,0,0,0,1,1,0,0,0.9833760261535645,99.0086419582367,99.97535181045532,0.9667098522186279,0,99.97535181045532,99.99201798439026,0.016666173934936523,
101,1,0,0,0,6,1,1,0.9833598136901855,100.00867199897766,100.97533202171326,0.9666600227355957,100.67577385902405,100.97533202171326,100.99203181266785,0.016699790954589844,0.6671018600463867
102,0,0,0,1,1,0,0,0.983335018157959,101.0086989402771,101.97541689872742,0.9667179584503174,0,101.97541785240173,101.99203395843506,0.016616106033325195,
103,0,0,0,1,7,0,0,0.9833531379699707,102.00873279571533,102.9754250049591,0.9666922092437744,0,102.97542595863342,102.9920859336853,0.016659975051879883,
104,0,0,0,1,6,0,0,0.9834258556365967,103.00871801376343,103.97545099258423,0.9667329788208008,0,103.97545194625854,103.99214386940002,0.016691923141479492,
105,0,0,0,1,8,0,0,0.983435869216919,104.00876498222351,104.97553896903992,0.9667739868164062,0,104.97553992271423,104.99220085144043,0.01666092872619629,
106,0,0,0,1,2,0,0,0.9834010601043701,105.0088438987732,105.97557592391968,0.9667320251464844,0,105.97557592391968,105.99224495887756,0.016669034957885742,
107,0,0,0,1,8,0,0,0.9833829402923584,106.0088939666748,106.97561383247375,0.9667198657989502,0,106.97561502456665,106.99227690696716,0.016661882400512695,
108,0,0,0,1,7,0,0,0.9833788871765137,107.0089259147644,107.97564387321472,0.9667179584503174,0,107.97564387321472,107.99230480194092,0.01666092872619629,
109,1,0,0,0,8,1,1,0.9834439754486084,108.00891184806824,108.97568798065186,0.9667761325836182,108.49281787872314,108.97568893432617,108.99235582351685,0.016666889190673828,0.4839060306549072
110,0,0,0,1,6,0,0,0.9834070205688477,109.00894594192505,109.97567200660706,0.9667260646820068,0,109.97567200660706,109.9923529624939,0.01668095588684082,
111,0,0,0,1,8,0,0,0.9834160804748535,110.00901389122009,110.9757628440857,0.9667489528656006,0,110.9757628440857,110.99242997169495,0.01666712760925293,
112,0,0,0,1,7,0,0,0.9833869934082031,111.00907897949219,111.97579979896545,0.9667208194732666,0,111.97580099105835,111.99246597290039,0.016664981842041016,
113,1,0,0,0,2,1,1,0.9833340644836426,112.00911593437195,112.97582697868347,0.9667110443115234,112.55959701538086,112.97582697868347,112.99244999885559,0.01662302017211914,0.5504810810089111
114,0,0,0,1,8,0,0,0.9833450317382812,113.00915598869324,113.97586297988892,0.9667069911956787,0,113.97586393356323,113.99250102043152,0.016637086868286133,
115,0,0,0,1,7,0,0,0.9833571910858154,114.00917983055115,114.97589993476868,0.9667201042175293,0,114.975900888443,114.99253702163696,0.016636133193969727,
116,0,1,0,0,4,1,0,0.9834079742431641,115.00921988487244,115.97594785690308,0.9667279720306396,0,115.97594881057739,115.9926278591156,0.016679048538208008,
117,0,0,0,1,3,0,0,0.9833898544311523,116.00926494598389,116.97597694396973,0.9667119979858398,0,116.97597694396973,116.99265480041504,0.0166778564453125,
118,1,0,0,0,6,1,1,0.983400821685791,117.00929498672485,117.97601699829102,0.9667220115661621,117.6098120212555,117.97601795196533,117.99269580841064,0.0166778564453125,0.6005170345306396
119,0,0,0,1,4,0,0,0.9834058284759521,118.00931000709534,118.97605085372925,0.9667408466339111,0,118.97605180740356,118.99271583557129,0.01666402816772461,
120,0,0,0,1,6,0,0,0.9834458827972412,119.00932002067566,119.97612881660461,0.9668087959289551,0,119.97612881660461,119.9927659034729,0.016637086868286133,
121,0,0,0,1,8,0,0,0.983396053314209,120.00941395759583,120.97613596916199,0.9667220115661621,0,120.97613596916199,120.99281001091003,0.016674041748046875,
122,0,0,0,1,1,0,0,0.9833779335021973,121.00945401191711,121.97618794441223,0.9667339324951172,0,121.97618889808655,121.99283194541931,0.016643047332763672,
123,0,0,0,1,3,0,0,0.983396053314209,122.00947880744934,122.97621083259583,0.9667320251464844,0,122.97621083259583,122.99287486076355,0.01666402816772461,
124,0,0,0,1,4,0,0,0.9834260940551758,123.00948691368103,123.97626185417175,0.9667749404907227,0,123.97626185417175,123.9929130077362,0.016651153564453125,
125,0,0,0,1,2,0,0,0.9833879470825195,124.00955295562744,124.97624683380127,0.9666938781738281,0,124.97624802589417,124.99294090270996,0.0166928768157959,
126,0,0,0,1,7,0,0,0.983328104019165,125.009605884552,125.97632694244385,0.9667210578918457,0,125.97632789611816,125.99293398857117,0.01660609245300293,
127,1,0,0,0,4,1,1,0.9833900928497314,126.00960779190063,126.97634983062744,0.9667420387268066,126.4934298992157,126.97635102272034,126.99299788475037,0.016646862030029297,0.4838221073150635
128,0,0,0,1,5,0,0,0.9833447933197021,127.00967502593994,127.9763720035553,0.9666969776153564,0,127.97637295722961,127.99301981925964,0.016646862030029297,
129,0,1,0,0,8,1,0,0.9833419322967529,128.009703874588,128.97639989852905,0.96669602394104,0,128.97640085220337,128.99304580688477,0.016644954681396484,
130,0,0,0,1,5,0,0,0.9833641052246094,129.00969886779785,129.97642993927002,0.966731071472168,0,129.97642993927002,129.99306297302246,0.016633033752441406,
131,0,0,0,1,7,0,0,0.9833800792694092,130.00972390174866,130.9764368534088,0.9667129516601562,0,130.97643780708313,130.99310398101807,0.016666173934936523,
132,0,0,0,1,8,0,0,0.9833180904388428,131.00982284545898,131.9765019416809,0.9666790962219238,0,131.97650289535522,131.99314093589783,0.01663804054260254,
133,0,0,0,1,3,0,0,0.9834251403808594,132.00979685783386,132.97658586502075,0.9667890071868896,0,132.97658681869507,132.99322199821472,0.01663517951965332,
134,1,0,0,0,8,1,1,0.9834330081939697,133.00985193252563,133.976655960083,0.966804027557373,133.6937439441681,133.97665691375732,133.9932849407196,0.016628026962280273,0.683892011642456
135,0,0,0,1,2,0,0,0.9833848476409912,134.009938955307,134.97666096687317,0.9667220115661621,0,134.97666192054749,134.993323802948,0.016661882400512695,
136,0,0,0,1,8,0,0,0.9833850860595703,135.00997686386108,135.9767198562622,0.966742992401123,0,135.9767198562622,135.99336194992065,0.016642093658447266,
137,0,0,0,1,6,0,0,0.9833660125732422,136.01001000404358,136.97668194770813,0.9666719436645508,0,136.97668290138245,136.99337601661682,0.016693115234375,
138,0,0,0,1,7,0,0,0.9833519458770752,137.01008296012878,137.97679781913757,0.9667148590087891,0,137.97679901123047,137.99343490600586,0.016635894775390625,
139,0,1,0,0,6,1,0,0.9833869934082031,138.01008796691895,138.97681379318237,0.9667258262634277,0,138.97681498527527,138.99347496032715,0.016659975051879883,
140,0,0,0,1,1,0,0,0.983374834060669,139.01012301445007,139.9768669605255,0.9667439460754395,0,139.97686791419983,139.99349784851074,0.016629934310913086,
141,0,1,0,0,4,1,0,0.9833700656890869,140.01015090942383,140.97690296173096,0.9667520523071289,0,140.97690391540527,140.99352097511292,0.0166170597076416,
142,0,0,1,0,1,0,1,0.9833521842956543,141.0101888179779,141.97691202163696,0.9667232036590576,141.62736082077026,141.97691202163696,141.99354100227356,0.01662898063659668,0.6171720027923584
143,0,1,0,0,8,1,0,0.9833910465240479,142.0102198123932,142.9769308567047,0.9667110443115234,0,142.97693181037903,142.99361085891724,0.016679048538208008,
144,0,0,0,1,3,0,0,0.9834001064300537,143.0102608203888,143.97696781158447,0.9667069911956787,0,143.97696781158447,143.99366092681885,0.016693115234375,
145,0,1,0,0,2,1,0,0.9833850860595703,144.0103099346161,144.97700190544128,0.9666919708251953,0,144.9770028591156,144.99369502067566,0.016692161560058594,
146,0,0,0,1,6,0,0,0.9833459854125977,145.01034688949585,145.97709679603577,0.966749906539917,0,145.97709798812866,145.99369287490845,0.016594886779785156,
147,0,0,0,1,4,0,0,0.9834048748016357,146.01036596298218,146.97710180282593,0.96673583984375,0,146.97710180282593,146.9937708377838,0.016669034957885742,
148,0,0,0,1,1,0,0,0.9833869934082031,147.01042199134827,147.97716784477234,0.9667458534240723,0,147.97716879844666,147.99380898475647,0.016640186309814453,
149,1,0,0,0,8,1,1,0.9833731651306152,148.01046180725098,148.97716784477234,0.9667060375213623,148.52763199806213,148.97716784477234,148.9938349723816,0.01666712760925293,0.5171701908111572
150,0,0,0,1,3,0,0,0.9833531379699707,149.01048684120178,149.9772310256958,0.9667441844940186,0,149.9772310256958,149.99383997917175,0.01660895347595215,
151,1,0,0,0,4,1,1,0.983396053314209,150.01052594184875,150.9772548675537,0.966728925704956,150.49439787864685,150.97725582122803,150.99392199516296,0.016666173934936523,0.4838719367980957
152,0,0,0,1,5,0,0,0.9833769798278809,151.0105698108673,151.97730588912964,0.9667360782623291,0,151.97730684280396,151.9939467906952,0.01663994789123535,
